sid	unlock_date	total_equity	ratio_to_total_equity	type	after_ratio_to_total_equity	before_ratio_to_total_equity	after_total_number	before_total_number	cumsum_unlock_times
v0	v1	v2	v3	v4	v5	v6	v7	v8	v9
sid	date	c	c	d	c	c	c	c	d
600839.SS	20101028	284731.71	0.04	股权分置限售股份	99.8	99.77	284174.06	284072.22	7
600225.SS	20101028	62640.17	6.15	股权分置限售股份	25.91	19.75	16227.11	12372.34	3
300097.SZ	20101028	6000	5	首发机构配售股份	25	20	1500	1200	2
300095.SZ	20101028	7700	5.06	首发机构配售股份	25.32	20.26	1950	1560	2
300096.SZ	20101028	8600	5.12	首发机构配售股份	25.58	20.47	2200	1760	2
300098.SZ	20101028	6840	5	首发机构配售股份	25	20	1710	1368	2
601098.SS	20101028	179600	17.73	首发一般股份	17.73		31840	0	1
002018.SZ	20101028	29385.72	5.5	股权分置限售股份	91.76	86.27	26965.8	25350.8	7
600584.SS	20101029	85313.36	12.65	配股一般股份	100	87.35	85313.36	74518.4	8
000860.SZ	20101029	43854	47	股权分置限售股份	99.99	53	43850.62	23241.22	3
600584.SS	20101029	85313.36	12.65	配股一般股份	100	87.35	85313.36	74518.4	8
600642.SS	20101029	315251.6	8.34	公开增发一般股份	100	91.66	315251.6	288963.16	6
000586.SZ	20101029	19344	1.68	股权分置限售股份	77.31	75.63	14954	14629	10
000564.SZ	20101029	30431.18	0.03	股权分置限售股份	70.49	70.46	21451.63	21441.33	9
000630.SZ	20101029	129436.21	23.7	股权分置限售股份	100	76.29	129432.84	98753.28	4
002006.SZ	20101029	14400	34.21	股权分置限售股份	92.04	57.83	13253.99	8328	3
600629.SS	20101101	28999.98	19.04	股权分置限售股份	48.84	29.8	14163.25	8641.56	4
600780.SS	20101101	87294.1	25.58	股权分置限售股份	100	74.42	87294.1	64964.65	4
002177.SZ	20101101	26494.65	29.07	首发原股东限售股份,定向增发机构配售股份	59.06	29.99	15647.55	7946.87	4
600693.SS	20101101	34322.26	5.18	股权分置限售股份	86.96	81.78	29845.89	28069.17	6
600396.SS	20101101	34060	16.91	股权分置限售股份	100	83.09	34060	28299.15	6
300014.SZ	20101101	13200	9.09	首发原股东限售股份	34.09	25	4499.74	3300	3
300018.SZ	20101101	13000	20.92	首发原股东限售股份	46.08	25.15	5990.25	3270	3
300010.SZ	20101101	15772.5	20.23	首发原股东限售股份	45.43	25.2	7165.7	3975	3
300015.SZ	20101101	26700	2.92	首发原股东限售股份	28.01	25.09	7480	6700	3
300016.SZ	20101101	10183.27	27.79	首发原股东限售股份	52.83	25.04	5379.85	2550	3
002178.SZ	20101101	9600	32.9	首发原股东限售股份	80.26	47.36	7705.14	4547.04	4
300003.SZ	20101101	81200	24.56	首发原股东限售股份	34.65	10.1	28138.67	8200	3
300004.SZ	20101101	9400	13.27	首发原股东限售股份	38.8	25.53	3647.04	2400	3
300008.SZ	20101101	8568	15.75	首发原股东限售股份	40.75	25	3491.24	2142.01	3
300009.SZ	20101101	15120	26.09	首发原股东限售股份	51.09	25	7725.24	3780	3
300026.SZ	20101101	10068.4	10.98	首发原股东限售股份	35.99	25.01	3623.34	2518	3
300027.SZ	20101101	33600	40.52	首发原股东限售股份	65.52	25	22016.2	8400	3
300025.SZ	20101101	8000	22.2	首发原股东限售股份	47.2	25	3776	2000	3
000401.SZ	20101101	121277.06	0.04	股权分置限售股份	99.96	99.91	121224.6	121170.27	8
000601.SZ	20101101	92555.17	0.95	股权分置限售股份	90.65	89.71	83903.92	83026.67	11
300020.SZ	20101101	16000	32.71	首发原股东限售股份	57.71	25	9234.08	4000	3
300013.SZ	20101101	9000	14.4	首发原股东限售股份	39.4	25	3546	2250	3
300011.SZ	20101101	10275.2	4.62	首发原股东限售股份	29.93	25.3	3075.2	2600	3
300021.SZ	20101101	13930	18.07	首发原股东限售股份	43.91	25.84	6117.01	3600	3
300002.SZ	20101101	31600	2.24	首发原股东限售股份	27.24	25	8606.65	7900	3
300007.SZ	20101101	11800	26.4	首发原股东限售股份	51.82	25.42	6115.27	3000	3
300005.SZ	20101101	13400	16.72	首发原股东限售股份	42.1	25.37	5640.83	3400	3
300019.SZ	20101101	10200	3.35	首发原股东限售股份	28.84	25.49	2942	2600	3
300017.SZ	20101101	15421.43	19.91	首发原股东限售股份	45.27	25.35	6980.76	3910	3
300028.SZ	20101101	17640	28.9	首发原股东限售股份	54.07	25.17	9538.24	4440	3
300001.SZ	20101101	13360	5.33	首发原股东限售股份	30.48	25.15	4072.5	3360	3
300022.SZ	20101101	17870	21.97	首发原股东限售股份	47.04	25.07	8406.44	4480	3
300006.SZ	20101101	9150	24	首发原股东限售股份	49.14	25.14	4496.03	2300	3
300024.SZ	20101101	13530	30.23	首发原股东限售股份	55.43	25.2	7499.87	3410	3
300012.SZ	20101101	12265.5	3.01	首发原股东限售股份	28.69	25.68	3519	3150	3
600782.SS	20101102	139343.06	77.02	定向增发机构配售股份,股权分置限售股份	100	22.98	139343.06	32024.18	6
600372.SS	20101102	48462.52	44.32	股权分置限售股份	84.6	40.28	41000	19521.2	4
000728.SZ	20101102	196410	60.03	股权分置限售股份	100	39.97	196410	78512.01	4
002495.SZ	20101102	10400	20	首发一般股份	20		2080	0	1
002492.SZ	20101102	12000	20	首发一般股份	20		2400	0	1
002493.SZ	20101102	55600	8.06	首发一般股份	8.06		4480	0	1
600998.SS	20101102	142051.58	8.45	首发一般股份	8.45		12000	0	1
002494.SZ	20101102	11350	20.09	首发一般股份	20.09		2280	0	1
002455.SZ	20101103	8780	5.01	首发机构配售股份	25.06	20.05	2200	1760	2
002456.SZ	20101103	9600	5	首发机构配售股份	25	20	2400	1920	2
002457.SZ	20101103	13958	5.02	首发机构配售股份	25.08	20.06	3500	2800	2
002302.SZ	20101103	21000	21.4	首发原股东限售股份	46.4	25	9744.78	5250	3
300028.SZ	20101104	17640	0.34	首发原股东限售股份	54.41	54.07	9598.24	9538.24	4
600759.SS	20101105	122011.75	77.09	股权分置限售股份	98.86	21.77	120620.81	26565.39	5
002141.SZ	20101105	11368	51.56	首发原股东限售股份	100	48.44	11368	5506.37	5
600379.SS	20101105	21441.66	22.05	股权分置限售股份	100	77.95	21441.66	16714.16	4
601006.SS	20101105	1486679.15	12.71	公开增发一般股份	100	87.29	1486679.15	1297675.71	7
000420.SZ	20101105	37825.75	1	股权分置限售股份	84.15	83.15	31829.61	31451.36	5
300136.SZ	20101105	6667	20	首发一般股份	20		1333.6	0	1
300137.SZ	20101105	12000	20	首发一般股份	20		2400	0	1
300138.SZ	20101105	8978.54	20.49	首发一般股份	20.49		1840	0	1
000559.SZ	20101105	122558.74	41.76	股权分置限售股份	99.81	58.05	122323.92	71146.5	5
000558.SZ	20101105	37074.66	0.09	股权分置限售股份	33.68	33.58	12484.92	12450.09	9
600966.SS	20101108	50457.76	22.31	股权分置限售股份	100	77.69	50457.76	39198.53	7
600393.SS	20101108	30000	0.1	股权分置限售股份	96.49	96.39	28946.72	28917.5	7
600837.SS	20101108	822782.12	42.08	股权分置限售股份	100	57.92	822782.12	476586.27	7
601857.SS	20101108	18302097.78	86.07	首发原股东限售股份	88.25	2.19	16152207.78	400000	3
300100.SZ	20101108	9350	5.03	首发机构配售股份	25.13	20.11	2350	1880	2
601717.SS	20101108	70000	4	首发机构配售股份	20	16	14000	11200	2
300101.SZ	20101108	6950	5.04	首发机构配售股份	25.18	20.14	1750	1400	2
300099.SZ	20101108	4134	4.84	首发机构配售股份	25.01	20.17	1034	834	2
002305.SZ	20101108	48000	13.73	首发原股东限售股份	23.73	10	11390.1	4800	3
002304.SZ	20101108	45000	35.6	首发原股东限售股份	45.6	10	20518.13	4499.93	3
600875.SS	20101108	200386	23.63	定向增发机构配售股份	71.06	47.43	142400	95044.35	9
300024.SZ	20101108	13530	0.81	首发原股东限售股份	56.25	55.43	7610	7499.87	4
600988.SS	20101109	9963.78	8.8	股权分置限售股份	71.01	62.21	7075.37	6198.81	4
000627.SZ	20101109	135358.99	14.78	股权分置限售股份	93.94	79.17	127158.99	107158.99	7
002498.SZ	20101109	47000	8.51	首发一般股份	8.51		4000	0	1
002499.SZ	20101109	7500	20.27	首发一般股份	20.27		1520	0	1
002497.SZ	20101109	16000	20	首发一般股份	20		3200	0	1
002496.SZ	20101109	10000	20	首发一般股份	20		2000	0	1
002460.SZ	20101110	10000	5	首发机构配售股份	25	20	2500	2000	2
600496.SS	20101110	38700	10.85	定向增发机构配售股份	100	89.15	38700	34500	6
002459.SZ	20101110	17100	5.03	首发机构配售股份	25.15	20.12	4300	3440	2
002028.SZ	20101110	43968	7.93	股权分置限售股份	75.49	67.57	33193.08	29707.04	7
002458.SZ	20101110	10800	5	首发机构配售股份	25	20	2700	2160	2
002307.SZ	20101111	18945	16.15	首发原股东限售股份	41.22	25.07	7809.67	4750	3
002306.SZ	20101111	20000	19.78	首发原股东限售股份	44.78	25	8956	5000	3
600822.SS	20101112	49597.29	14.99	定向增发机构配售股份	71.29	56.3	35360.06	27925.54	6
300102.SZ	20101112	11800	5	首发机构配售股份	25	20	2950	2360	2
300103.SZ	20101112	6535	5	首发机构配售股份	25.02	20.02	1635	1308	2
300139.SZ	20101112	5480	20	首发一般股份	20		1096	0	1
300104.SZ	20101112	10000	5	首发机构配售股份	25	20	2500	2000	2
300142.SZ	20101112	10000	20	首发一般股份	20		2000	0	1
300140.SZ	20101112	6100	20.33	首发一般股份	20.33		1240	0	1
300141.SZ	20101112	5520	20.29	首发一般股份	20.29		1120	0	1
600739.SS	20101115	90944.65	0.63	股权激励一般股份	100	99.37	90944.65	90371.05	9
600233.SS	20101115	16500	5	股权分置限售股份	65	60	10725	9900	2
002180.SZ	20101115	8332.2	74.8	首发原股东限售股份	100	25.2	8332.2	2100	3
002182.SZ	20101115	19200	18.7	首发原股东限售股份	72.02	53.32	13828.4	10237.43	5
002500.SZ	20101115	239980	13.33	首发一般股份	13.33		32000	0	1
002067.SZ	20101115	39200	0	公开增发机构配售股份	83.94	83.94	32903.75	32903.75	5
002183.SZ	20101115	55608.42	57.31	首发原股东限售股份	100	42.69	55608.42	23738.42	4
000030.SZ	20101115	28842	0.83	股权分置限售股份	23.83	23	6873.41	6634.89	4
600308.SS	20101116	64864.52	13.25	股权分置限售股份	100	86.75	64864.52	56266.8	6
601718.SS	20101116	385700	15	首发机构配售股份	30	15	115700	57850	2
002184.SZ	20101116	22000	20.63	首发原股东限售股份	58.47	37.84	12863.51	8325.82	4
600999.SS	20101117	358546.14	42.68	首发原股东限售股份	52.68	10	188889.94	35854.61	3
600295.SS	20101117	103200	10	股权分置限售股份	28.6	18.6	29520	19200	2
002503.SZ	20101117	8000	20	首发一般股份	20		1600	0	1
002501.SZ	20101117	9360	20.17	首发一般股份	20.17		1888	0	1
000918.SZ	20101117	180419.15	21.28	股权分置限售股份,定向增发机构配售股份	29.26	7.98	52785.3	14400	2
002502.SZ	20101117	8800	20	首发一般股份	20		1760	0	1
601818.SS	20101118	4043479	3.83	首发机构配售股份	9.89	6.06	400000	245000	2
002463.SZ	20101118	69203.03	2.31	首发机构配售股份	11.56	9.25	8000	6400	2
601988.SS	20101118	27154513.76	6.52	配股一般股份	72	65.48	19552488.63	17781891.07	7
002462.SZ	20101118	16000	5	首发机构配售股份	25	20	4000	3200	2
002461.SZ	20101118	68016.18	2.06	首发机构配售股份	10.29	8.23	7000	5600	2
601988.SS	20101118	27154513.76	6.52	配股一般股份	100	93.48	27154513.76	25383916.2	7
002506.SZ	20101118	26360	20.03	首发一般股份	20.03		5280	0	1
002505.SZ	20101118	10280	20.23	首发一般股份	20.23		2080	0	1
002504.SZ	20101118	10700	20.19	首发一般股份	20.19		2160	0	1
601939.SS	20101119	25001097.75	0.24	配股一般股份	3.84	3.6	959365.76	900000	4
601939.SS	20101119	25001097.75	0.24	配股一般股份	100	99.76	25001097.75	24941731.99	4
000838.SZ	20101119	18099.97	52.22	股权分置限售股份	100	47.78	18099.97	8648.71	5
002187.SZ	20101122	16888.33	3.55	首发原股东限售股份	37.9	34.34	6400	5800	4
002186.SZ	20101122	14156	61.76	首发原股东限售股份	100	38.24	14156	5413	4
300106.SZ	20101122	11700	5.13	首发机构配售股份	25.64	20.51	3000	2400	2
300107.SZ	20101122	6690	5.05	首发机构配售股份	25.26	20.21	1690	1352	2
300105.SZ	20101122	8800	5	首发机构配售股份	25	20	2200	1760	2
000613.SZ	20101122	36410	14.05	股权分置限售股份	71.07	57.01	25875.08	20758.99	7
600278.SS	20101123	32000	50.39	股权分置限售股份	100	49.61	32000	15874.67	6
002507.SZ	20101123	15500	20.65	首发一般股份	20.65		3200	0	1
002508.SZ	20101123	16000	20	首发一般股份	20		3200	0	1
002509.SZ	20101123	10000	20	首发一般股份	20		2000	0	1
000561.SZ	20101124	59584.47	3.35	股权分置限售股份	44.46	41.11	26488.54	24492.61	1
002188.SZ	20101124	15600	3.94	首发原股东限售股份	72.24	68.3	11269.41	10655.16	4
000820.SZ	20101124	28783.48	24.79	股权分置限售股份	99.89	75.1	28751.96	21617.69	4
000883.SZ	20101124	206779.97	4.44	股权分置限售股份	13.72	9.27	28368.69	19177.84	4
000429.SZ	20101124	125711.77	0.11	股权分置限售股份	37.2	37.09	46759.23	46625.49	9
002083.SZ	20101125	93848.3	4.53	首发原股东限售股份	46.22	41.7	43379.1	39130.29	6
300108.SZ	20101125	5200	5	首发机构配售股份	25	20	1300	1040	2
300109.SZ	20101125	3600	5	首发机构配售股份	25	20	900	720	2
300110.SZ	20101125	21360	5.02	首发机构配售股份	25.09	20.07	5359.95	4287.95	2
002511.SZ	20101125	16000	20	首发一般股份	20		3200	0	1
601777.SS	20101125	95144.51	16.82	首发一般股份	16.82		16000	0	1
002510.SZ	20101125	20576	20.41	首发一般股份	20.41		4200	0	1
600240.SS	20101129	64500	2.33	定向增发机构配售股份	100	97.67	64500	63000	7
600747.SS	20101129	106432.84	5	股权分置限售股份	73.06	68.06	77755.66	72434.02	6
300111.SZ	20101129	50900	2	首发机构配售股份	10.02	8.02	5100	4080	2
600753.SS	20101129	12800	19.41	股权分置限售股份	100	80.59	12800	10315.15	9
002309.SZ	20101129	24030	17.19	首发原股东限售股份	42.28	25.09	10161	6030	3
601009.SS	20101129	296893.32	19.57	配股一般股份	100	80.43	296893.32	238777.67	6
601808.SS	20101129	449532	53.62	首发原股东限售股份	64.74	11.12	291046.8	50000	3
002308.SZ	20101129	42760	5.25	首发原股东限售股份	30.25	25	12934.9	10690	3
601009.SS	20101129	296893.32	19.57	配股一般股份	100	80.43	296893.32	238777.67	6
300114.SZ	20101129	8000	5	首发机构配售股份	25	20	2000	1600	2
300113.SZ	20101129	6000	5	首发机构配售股份	25	20	1500	1200	2
300112.SZ	20101129	7163	5.03	首发机构配售股份	25.13	20.1	1800	1440	2
600731.SS	20101130	25631.41	0.01	股权分置限售股份	99.52	99.5	25507.89	25504.06	9
600184.SS	20101130	20938.04	2.51	股权分置限售股份	31.74	29.23	6644.81	6119.81	5
600482.SS	20101130	46100	2.01	定向增发机构配售股份	100	97.99	46100	45172	7
600893.SS	20101130	54478.66	0.25	股权分置限售股份	27.29	27.04	14866.28	14731.19	4
601398.SS	20101130	34528100.32	3.26	配股一般股份	75.95	72.68	26222450.13	25096234.81	7
000150.SZ	20101130	32400	48.47	股权分置限售股份	100	51.53	32400	16696.44	4
601398.SS	20101130	34528100.32	3.26	配股一般股份	100	96.74	34528100.32	33401885	7
002049.SZ	20101130	13500	10.3	股权分置限售股份	71.93	61.63	9710.78	8320.64	4
600698.SS	20101201	97181.74	0.1	股权分置限售股份	43.82	43.72	42589.35	42488.23	4
600875.SS	20101201	200386	5.98	定向增发机构配售股份	77.05	71.06	154393	142400	10
002465.SZ	20101201	33250.65	5.11	首发机构配售股份	25.56	20.45	8500	6800	2
002464.SZ	20101201	13500	5.19	首发机构配售股份	25.93	20.74	3500	2800	2
002466.SZ	20101201	9800	5	首发机构配售股份	25	20	2450	1960	2
600027.SS	20101201	677108.42	8.86	定向增发机构配售股份	76.65	67.79	519005.62	459005.62	5
002156.SZ	20101201	40616.67	14.54	公开增发一般股份	100	85.46	40616.67	34710	6
300117.SZ	20101202	10860	5.16	首发机构配售股份	25.78	20.63	2800	2240	2
300115.SZ	20101202	8600	5	首发机构配售股份	25	20	2150	1720	2
300116.SZ	20101202	8000	5	首发机构配售股份	25	20	2000	1600	2
300118.SZ	20101202	17500	5.14	首发机构配售股份	25.71	20.57	4500	3600	2
002312.SZ	20101203	11830	19.35	首发原股东限售股份	44.71	25.36	5289	3000	3
002189.SZ	20101203	19924	51.78	首发原股东限售股份	97.49	45.71	19424	9107.08	4
002190.SZ	20101203	20622.72	68.46	首发原股东限售股份	100	31.54	20622.72	6504.96	4
002289.SZ	20101203	7350	8.16	首发原股东限售股份	52.93	44.77	3890.35	3290.35	4
002314.SZ	20101203	29000	10.73	首发原股东限售股份	36.13	25.39	10476.3	7364.1	3
002515.SZ	20101203	7350	20.14	首发一般股份	20.14		1480	0	1
002512.SZ	20101203	11799.4	20.34	首发一般股份	20.34		2400	0	1
002514.SZ	20101203	6800	20.01	首发一般股份	20.01		1361	0	1
002513.SZ	20101203	7400	20.57	首发一般股份	20.57		1522	0	1
002192.SZ	20101206	12140	8.3	首发原股东限售股份	65.57	57.28	7960.75	6953.61	5
600963.SS	20101206	65220.01	3.1	股权分置限售股份	83.85	80.75	54685.71	52662.21	6
601390.SS	20101206	2129990	56.1	首发原股东限售股份	78.05	21.95	1662501	467500	3
601880.SS	20101206	442600	9.47	首发一般股份	9.47		41900	0	1
002191.SZ	20101206	64200	71.52	首发原股东限售股份	100	28.48	64200	18286.94	4
600673.SS	20101207	82746.68	70.46	股权分置限售股份,定向增发机构配售股份	99.34	28.88	82200.73	23894.16	11
002194.SZ	20101207	55588	19.45	首发原股东限售股份	44.8	25.35	24903.21	14093.45	5
002519.SZ	20101207	7040	20.06	首发一般股份	20.06		1412	0	1
002518.SZ	20101207	11500	20.23	首发一般股份	20.23		2326	0	1
002516.SZ	20101207	20000	20	首发一般股份	20		4000	0	1
002517.SZ	20101207	8840	20.02	首发一般股份	20.02		1770	0	1
600787.SS	20101208	84010.28	8.59	定向增发机构配售股份	55.25	46.66	46417.96	39199.21	3
600335.SS	20101208	27595.72	40.4	股权分置限售股份	100	59.6	27595.72	16447.94	5
002469.SZ	20101208	6624.41	5.01	首发机构配售股份	25.06	20.05	1660	1328	2
002470.SZ	20101208	70000	2.86	首发机构配售股份	14.29	11.43	9999.99	7999.99	2
002467.SZ	20101208	12000	5	首发机构配售股份	25	20	3000	2400	2
002468.SZ	20101208	16000	5	首发机构配售股份	25	20	4000	3200	2
002316.SZ	20101209	15600	29.25	首发原股东限售股份	54.25	25	8463	3900	3
002315.SZ	20101209	11750	0.87	首发原股东限售股份	25.87	25	3039.78	2938	3
300144.SZ	20101209	16800	20	首发一般股份	20		3360	0	1
300145.SZ	20101209	8000	20.01	首发一般股份	20.01		1601	0	1
000969.SZ	20101209	85487.37	29.93	股权分置限售股份	99.86	69.94	85370.4	59785.68	6
300143.SZ	20101209	6700	20.3	首发一般股份	20.3		1360	0	1
002472.SZ	20101210	11880	5.05	首发机构配售股份	25.25	20.2	3000	2400	2
600468.SS	20101210	38016	51	股权分置限售股份	100	49	38016	18627.84	5
002209.SZ	20101210	19524.4	12.42	定向增发机构配售股份	56.01	43.59	10934.73	8510.32	4
002471.SZ	20101210	16000	5	首发机构配售股份	25	20	4000	3200	2
002473.SZ	20101210	8000	5	首发机构配售股份	25	20	2000	1600	2
002077.SZ	20101210	25200	54.44	首发原股东限售股份	96.82	42.38	24398.07	10679.44	4
002521.SZ	20101210	14725	20.1	首发一般股份	20.1		2960	0	1
002522.SZ	20101210	10667	20.03	首发一般股份	20.03		2137	0	1
002523.SZ	20101210	16000	20	首发一般股份	20		3200	0	1
002520.SZ	20101210	6400	20	首发一般股份	20		1280	0	1
601866.SS	20101213	1168312.5	45.89	首发原股东限售股份	65.89	20	769846.25	233662.5	3
002319.SZ	20101213	10000	29.62	首发原股东限售股份	54.62	25	5462.5	2500	3
002196.SZ	20101213	7715	44.07	首发原股东限售股份	70	25.92	5400.34	1999.96	3
002314.SZ	20101213	29000	1.63	首发原股东限售股份	37.75	36.13	10948.2	10476.3	4
002195.SZ	20101213	7462	27.09	首发原股东限售股份	70.29	43.2	5245.14	3223.48	4
002318.SZ	20101213	20800	25.83	首发原股东限售股份	50.83	25	10573.18	5200	3
