代码	公告日期	违规类型	处罚对象	关系	处分类型	处理人	处罚金额(万元)	相关法规	是否发债	证监会行业(2012)	东财行业
v0	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11
sid	date	d	d	d	d	d	c	d	d	d	d
000670.SZ	20040920	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	龚泽芳	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	半导体材料
000670.SZ	20040920	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	邱茂波	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	半导体材料
000670.SZ	20040920	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	胡晓军	公司高管	公开处罚	中国证券监督管理委员会	20	《中华人民共和国证券法》	否	制造业	半导体材料
000670.SZ	20040920	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	刘道兴	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	否	制造业	半导体材料
000670.SZ	20040920	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	朱良华	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	半导体材料
600634.SS	20040930	未及时披露公司重大事项,信息披露虚假或严重误导性陈述			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	否	制造业	其他建材
600634.SS	20040930	涉嫌违反证券法律法规	上海澄海企业发展股份有限公司	公司本身	立案调查	中国证券监督管理委员会			否	制造业	其他建材
600503.SS	20041008	未及时披露公司重大事项	祝迪润	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	房地产业	房地产
600503.SS	20041008	未及时披露公司重大事项	徐闽华	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	房地产业	房地产
600503.SS	20041008	未及时披露公司重大事项	胡海仁	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	房地产业	房地产
600503.SS	20041008	未及时披露公司重大事项	杨云	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	房地产业	房地产
600503.SS	20041008	未及时披露公司重大事项	许章迅	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	房地产业	房地产
600503.SS	20041008	未及时披露公司重大事项	张子复	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	房地产业	房地产
600503.SS	20041008	未及时披露公司重大事项	李少林	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	房地产业	房地产
600503.SS	20041008	未及时披露公司重大事项	黄孙奎	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	房地产业	房地产
600503.SS	20041008	未及时披露公司重大事项	黄曼民	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	房地产业	房地产
600503.SS	20041008	未及时披露公司重大事项	张斐光	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	房地产业	房地产
600503.SS	20041008	未及时披露公司重大事项	王栋	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	房地产业	房地产
600503.SS	20041008	未及时披露公司重大事项	戴行金	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	房地产业	房地产
600503.SS	20041008	未及时披露公司重大事项	刘戬	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	房地产业	房地产
600503.SS	20041008	未及时披露公司重大事项	林起泰	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	否	房地产业	房地产
600503.SS	20041008	未及时披露公司重大事项	陈微	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	房地产业	房地产
000670.SZ	20041016	信息披露虚假或严重误导性陈述,未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	60	《中华人民共和国证券法》	否	制造业	半导体材料
600746.SS	20041025	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	否	制造业	其他化学制品
002016.SZ	20041026	未及时披露公司重大事项			内部通报批评	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	房地产业	房地产
600186.SS	20041030	未及时披露公司重大事项,未依法履行其他职责			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》	否	制造业	调味品
000631.SZ	20041104	未及时披露公司重大事项,信息披露虚假或严重误导性陈述			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	是	房地产业	房地产
600555.SS	20041112	涉嫌违反证券法律法规	上海九龙山股份有限公司	公司本身	立案调查	中国证券监督管理委员会			否	房地产业	房地产
600766.SS	20041115	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	王令义	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	采矿业	黄金
600766.SS	20041115	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	刘新和	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	采矿业	黄金
600766.SS	20041115	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	吉星敏	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	采矿业	黄金
600766.SS	20041115	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	李晓新	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	采矿业	黄金
600766.SS	20041115	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	乔国建	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	采矿业	黄金
600766.SS	20041115	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	李世杰	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	采矿业	黄金
600766.SS	20041115	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	孙锦庆	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	否	采矿业	黄金
600766.SS	20041115	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	陈清宇	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	采矿业	黄金
600766.SS	20041115	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	邹积平	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	采矿业	黄金
600766.SS	20041115	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	王玉华	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	采矿业	黄金
600766.SS	20041125	信息披露虚假或严重误导性陈述,未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》	否	采矿业	黄金
000713.SZ	20041221	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	程刚	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》,《股票发行与交易管理暂行条例》	否	农、林、牧、渔业	种子
000713.SZ	20041221	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	徐继萍	公司高管	公开处罚	中国证券监督管理委员会	15	《中华人民共和国证券法》,《股票发行与交易管理暂行条例》	否	农、林、牧、渔业	种子
000713.SZ	20041221	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	郑文俊	公司高管	公开处罚	中国证券监督管理委员会	15	《中华人民共和国证券法》,《股票发行与交易管理暂行条例》	否	农、林、牧、渔业	种子
000713.SZ	20041221	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	王光亚	公司高管	公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》,《股票发行与交易管理暂行条例》	否	农、林、牧、渔业	种子
000713.SZ	20041221	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	吴大香	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》,《股票发行与交易管理暂行条例》	否	农、林、牧、渔业	种子
000713.SZ	20041221	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	王春生	公司高管	公开处罚	中国证券监督管理委员会	15	《中华人民共和国证券法》,《股票发行与交易管理暂行条例》	否	农、林、牧、渔业	种子
000713.SZ	20041221	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	王金生	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》,《股票发行与交易管理暂行条例》	否	农、林、牧、渔业	种子
000713.SZ	20041221	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	卓文燕	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》,《股票发行与交易管理暂行条例》	否	农、林、牧、渔业	种子
000713.SZ	20041221	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	陈小剑	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》,《股票发行与交易管理暂行条例》	否	农、林、牧、渔业	种子
000713.SZ	20041221	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	庞莉萍	公司高管	公开处罚	中国证券监督管理委员会	25	《中华人民共和国证券法》,《股票发行与交易管理暂行条例》	否	农、林、牧、渔业	种子
000713.SZ	20041221	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	张国良	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》,《股票发行与交易管理暂行条例》	否	农、林、牧、渔业	种子
